Date,Open,High,Low,Close,Adj Close,Volume
2008-01-02,103.879997,104.230003,101.889999,102.330002,92.398903,29500
2008-01-03,102.379997,102.750000,101.839996,101.900002,92.010620,19800
2008-01-04,100.339996,100.660004,98.089996,98.199997,88.669708,45700
2008-01-07,98.400002,98.610001,96.820000,97.980003,88.471062,26600
2008-01-08,98.379997,98.940002,95.589996,95.639999,86.358139,69900
2008-01-09,95.589996,96.839996,94.290001,96.839996,87.441681,79500
2008-01-10,96.070000,98.019997,95.790001,97.389999,87.938301,40700
2008-01-11,96.779999,96.879997,95.180000,95.660004,86.376213,14700
2008-01-14,96.760002,97.080002,96.150002,97.080002,87.658409,30300
2008-01-15,96.050003,96.050003,94.599998,94.769997,85.572601,26400
2008-01-16,93.959999,95.070000,92.620003,93.919998,84.805084,55200
2008-01-17,94.279999,94.580002,91.790001,92.010002,83.080444,38300
2008-01-18,92.709999,93.120003,91.050003,91.639999,82.746368,27600
2008-01-22,85.769997,90.650002,85.769997,89.860001,81.139091,38100
2008-01-23,87.300003,90.820000,86.639999,90.820000,82.005936,24500
2008-01-24,91.330002,92.540001,91.190002,92.489998,83.513878,29700
2008-01-25,94.330002,94.330002,90.970001,91.269997,82.412247,37600
2008-01-28,91.250000,91.970001,90.330002,91.970001,83.044327,7300
2008-01-29,92.389999,92.410004,91.500000,92.160004,83.215904,16900
2008-01-30,92.050003,93.889999,91.830002,92.029999,83.098495,44600
2008-01-31,90.849998,94.000000,90.589996,93.440002,84.371658,16200
2008-02-01,94.059998,94.720001,93.110001,94.489998,85.319740,28900
2008-02-04,94.519997,94.519997,93.349998,93.349998,84.290398,36200
2008-02-05,91.709999,92.290001,90.610001,90.610001,81.816322,73300
2008-02-06,90.769997,91.480003,89.239998,89.279999,80.615387,46300
2008-02-07,88.480003,90.790001,88.260002,89.790001,81.075912,58100
2008-02-08,90.400002,90.660004,89.550003,90.279999,81.518356,13300
2008-02-11,90.650002,91.089996,89.970001,90.889999,82.069138,15000
2008-02-12,91.500000,92.029999,90.480003,90.919998,82.096245,24700
2008-02-13,92.110001,92.959999,91.830002,92.919998,83.902153,33000
2008-02-14,93.110001,93.110001,91.269997,91.379997,82.511604,30400
2008-02-15,91.260002,91.260002,90.279999,91.029999,82.195526,32700
2008-02-19,92.750000,92.750000,90.150002,90.320000,81.554459,20500
2008-02-20,89.989998,91.410004,89.889999,90.970001,82.141380,79200
2008-02-21,92.290001,92.290001,90.000000,90.080002,81.337753,12800
2008-02-22,90.510002,90.510002,88.879997,89.900002,81.175255,59100
2008-02-25,90.339996,91.410004,90.000000,91.209999,82.358093,52000
2008-02-26,90.839996,92.580002,90.730003,91.949997,83.026268,30600
2008-02-27,91.250000,92.570000,91.199997,92.260002,83.306190,32500
2008-02-28,91.750000,92.029999,91.139999,91.389999,82.520599,19700
2008-02-29,90.470001,90.540001,88.889999,89.199997,80.543129,16400
2008-03-03,88.949997,89.220001,87.870003,88.629997,80.028465,10400
2008-03-04,87.580002,88.849998,87.150002,88.570000,79.974312,20700
2008-03-05,88.919998,89.709999,88.500000,89.010002,80.371605,18400
2008-03-06,88.879997,88.989998,87.000000,87.059998,78.610855,12300
2008-03-07,86.580002,87.860001,85.970001,86.790001,78.367043,16600
2008-03-10,86.760002,86.910004,85.050003,85.059998,76.804947,17700
2008-03-11,86.599998,88.300003,86.129997,88.300003,79.730522,28800
2008-03-12,88.709999,89.570000,87.919998,87.919998,79.387405,33900
2008-03-13,87.250000,89.120003,86.300003,89.080002,80.434807,62600
2008-03-14,89.430000,89.430000,86.139999,86.980003,78.538605,33000
2008-03-17,85.000000,86.330002,84.639999,85.519997,77.220291,78400
2008-03-18,87.000000,89.000000,86.730003,89.000000,80.362579,124500
2008-03-19,89.529999,89.529999,87.010002,87.010002,78.565704,190200
2008-03-20,87.660004,88.580002,86.680000,88.580002,80.075363,257400
2008-03-24,88.980003,91.620003,88.919998,91.160004,82.407654,47700
2008-03-25,91.349998,92.050003,90.709999,91.760002,82.950035,293900
2008-03-26,91.349998,91.500000,90.480003,91.230003,82.470917,172000
2008-03-27,90.870003,90.870003,89.540001,89.589996,80.988380,175300
2008-03-28,90.400002,90.400002,88.529999,88.669998,80.156723,145700
2008-03-31,88.870003,89.910004,88.680000,89.389999,80.807587,138600
2008-04-01,90.510002,92.690002,90.430000,92.610001,83.718452,120800
2008-04-02,92.800003,93.419998,92.190002,92.690002,83.790733,97900
2008-04-03,92.199997,93.180000,91.809998,92.769997,83.863083,397300
2008-04-04,92.940002,93.769997,92.290001,93.019997,84.089066,525200
2008-04-07,93.620003,93.809998,92.620003,92.809998,83.899246,168000
2008-04-08,92.019997,92.559998,91.730003,92.169998,83.320671,202100
2008-04-09,91.870003,92.029999,90.760002,90.970001,82.235893,43400
2008-04-10,91.980003,92.790001,91.239998,92.330002,83.465324,393000
2008-04-11,91.440002,91.440002,89.720001,89.919998,81.286697,53900
2008-04-14,89.870003,90.139999,89.250000,89.330002,80.753357,120700
2008-04-15,89.870003,89.870003,89.000000,89.660004,81.051666,104300
2008-04-16,90.800003,92.300003,90.800003,92.190002,83.338783,238900
2008-04-17,92.320000,92.320000,91.290001,91.940002,83.112740,316300
2008-04-18,95.169998,95.169998,93.519997,94.209999,85.164833,238900
2008-04-21,94.120003,94.599998,93.830002,94.510002,85.436043,45900
2008-04-22,93.839996,93.949997,92.660004,93.239998,84.287941,75700
2008-04-23,93.750000,94.589996,93.470001,94.300003,85.246185,115400
2008-04-24,94.309998,96.070000,93.510002,95.250000,86.104988,445600
2008-04-25,95.250000,95.250000,93.809998,95.080002,85.951309,399400
2008-04-28,95.220001,95.559998,94.860001,94.940002,85.824745,115200
2008-04-29,94.900002,95.540001,94.680000,95.269997,86.123062,129400
2008-04-30,95.599998,96.080002,94.400002,94.650002,85.562584,465900
2008-05-01,94.919998,97.379997,94.849998,97.379997,88.030464,412800
2008-05-02,98.309998,98.529999,96.680000,97.080002,87.759270,232800
2008-05-05,97.339996,97.660004,96.510002,96.699997,87.415756,292800
2008-05-06,96.470001,97.769997,96.000000,97.540001,88.175064,387500
2008-05-07,97.489998,98.050003,95.629997,95.820000,86.620270,362200
2008-05-08,96.260002,96.690002,95.650002,96.250000,87.008926,405000
2008-05-09,95.500000,96.330002,95.389999,95.949997,86.737740,332500
2008-05-12,96.040001,97.800003,96.040001,97.639999,88.265503,243700
2008-05-13,97.980003,98.150002,96.970001,98.019997,88.609032,304400
2008-05-14,98.379997,99.330002,97.919998,98.110001,88.690361,259800
